Date,BAC
20240125,32.561397552490234
20240126,32.60040283203125
20240129,32.77593994140625
20240130,33.926658630371094
20240131,33.166011810302734
20240201,32.71742630004883
20240202,32.63941192626953
20240205,32.171329498291016
20240206,32.22008514404297
20240207,32.35660934448242
20240208,32.298095703125
20240209,32.24934005737305
20240212,32.78568649291992
20240213,31.937278747558594
20240214,32.3078498840332
20240215,33.224525451660156
20240216,33.24402618408203
20240220,33.117252349853516
20240221,32.863704681396484
20240222,32.77593994140625
20240223,33.078243255615234
20240226,32.77593994140625
20240227,33.4293098449707
20240228,33.45856857299805
20240229,33.900489807128906
20240301,33.73353958129883
20240304,34.51918411254883
20240305,34.754878997802734
20240306,34.78433609008789
20240307,34.990570068359375
20240308,34.96110916137695
20240311,35.24590301513672
20240312,35.31464385986328
20240313,35.432498931884766
20240314,35.04949188232422
20240315,34.77451705932617
20240318,35.36375045776367
20240319,35.38338851928711
20240320,36.09046936035156
20240321,36.836830139160156
20240322,36.38508224487305
20240325,36.1984977722168
20240326,36.42436981201172
20240327,37.13145065307617
20240328,37.239471435546875
20240401,36.846649169921875
20240402,36.63059616088867
20240403,36.76808547973633
20240404,36.25741958618164
20240405,36.44401168823242
20240408,36.82701110839844
20240409,37.05288314819336
20240410,35.99226760864258
20240411,35.69764709472656
20240412,35.147701263427734
20240415,35.30482864379883
20240416,34.0576171875
20240417,34.597747802734375
20240418,35.128055572509766
20240419,36.306522369384766
20240422,37.05288314819336
20240423,37.681396484375
20240424,37.632293701171875
20240425,37.229652404785156
20240426,37.15108871459961
20240429,36.87611389160156
20240430,36.345802307128906
20240501,36.28688049316406
20240502,36.218135833740234
20240503,36.58149719238281
20240506,37.01359939575195
20240507,37.16090774536133
20240508,37.033241271972656
20240509,37.593013763427734
20240510,37.75996398925781
20240513,37.524269104003906
20240514,37.79924392700195
20240515,38.21170425415039
20240516,38.516143798828125
20240517,38.58488845825195
20240520,38.123321533203125
20240521,38.93842697143555
20240522,39.046451568603516
20240523,38.46703338623047
20240524,38.987525939941406
20240528,38.614349365234375
20240529,38.025115966796875
20240530,37.93673324584961
20240531,39.27232360839844
20240603,39.16429901123047
20240604,38.96788787841797
20240605,39.24285888671875
20240606,38.987525939941406
20240607,39.30369567871094
20240610,39.195011138916016
20240611,38.39471435546875
20240612,38.93812942504883
20240613,38.78992462158203
20240614,38.77016067504883
20240617,39.03692626953125
20240618,39.51118469238281
20240620,39.51118469238281
20240621,39.01716995239258
20240624,39.54082489013672
20240625,38.90848922729492
20240626,38.53303527832031
20240627,38.78004455566406
20240628,39.293819427490234
20240701,39.530941009521484
20240702,40.4399299621582
20240703,40.4102897644043
20240705,39.92615509033203
20240708,40.133636474609375
20240709,40.9240608215332
20240710,41.240230560302734
20240711,41.30939483642578
20240712,41.09202575683594
20240715,41.388431549072266
20240716,43.60161209106445
20240717,43.453407287597656
20240718,42.49502182006836
20240719,42.3863410949707
20240722,41.79352569580078
20240723,41.90220642089844
20240724,41.684837341308594
20240725,41.180946350097656
20240726,41.17106246948242
20240729,40.5980110168457
20240730,40.785736083984375
20240731,39.827354431152344
20240801,39.02705001831055
20240802,37.13003921508789
20240805,36.21117401123047
20240806,36.47793960571289
20240807,36.8533935546875
20240808,37.75249099731445
20240809,37.821659088134766
20240812,37.71297073364258
20240813,37.9995002746582
20240814,38.345314025878906
20240815,38.56267547607422
20240816,38.86896514892578
20240819,39.195011138916016
20240820,38.22674560546875
20240821,38.28602600097656
20240822,38.77016067504883
20240823,39.293819427490234
20240826,39.442020416259766
20240827,39.195011138916016
20240828,39.47166442871094
20240829,39.68902587890625
20240830,40.262081146240234
20240903,40.21268081665039
20240904,40.01507568359375
20240905,39.659385681152344
20240906,38.54558181762695
20240909,39.25165557861328
20240910,39.062705993652344
20240911,38.78425598144531
20240912,38.56547164916992
20240913,38.43619155883789
20240916,38.88370132446289
20240917,39.33121109008789
20240918,39.40082550048828
20240919,40.6439094543457
20240920,40.0472297668457
20240923,39.64944076538086
20240924,39.23176574707031
20240925,39.03287124633789
20240926,39.3013801574707
20240927,39.182044982910156
20240930,39.46049499511719
20241001,39.0030403137207
20241002,39.01298141479492
20241003,39.03287124633789
20241004,39.88811492919922
20241007,39.73894500732422
20241008,39.709110260009766
20241009,39.96767044067383
20241010,39.7488899230957
20241011,41.71793746948242
20241014,41.678157806396484
20241015,41.906883239746094
20241016,42.563232421875
20241017,42.36433792114258
20241018,42.08588790893555
20241021,41.52898406982422
20241022,42.06599807739258
20241023,42.105777740478516
20241024,42.414066314697266
20241025,41.658267974853516
20241028,42.38422775268555
20241029,42.29472732543945
20241030,42.07594680786133
20241031,41.588653564453125
20241101,41.52898406982422
20241104,41.10136795043945
20241105,41.64832305908203
20241106,45.15879440307617
20241107,44.5223388671875
20241108,44.88034439086914
20241111,45.82509231567383
20241112,45.60630798339844
20241113,45.616249084472656
20241114,45.646087646484375
20241115,46.49138259887695
20241118,46.461551666259766
20241119,46.153263092041016
20241120,45.80520248413086
20241121,46.20298767089844
20241122,46.7400016784668
20241125,47.23723602294922
20241126,47.4858512878418
20241127,47.505741119384766
20241129,47.24717712402344
20241202,46.779781341552734
20241203,46.560997009277344
20241204,46.11348342895508
20241205,46.7400016784668
20241206,46.75
