Date,PYPL
20240131,61.349998474121094
20240201,62.02000045776367
20240202,62.41999816894531
20240205,61.540000915527344
20240206,63.709999084472656
20240207,63.2400016784668
20240208,56.130001068115234
20240209,58.90999984741211
20240212,60.09000015258789
20240213,58.2599983215332
20240214,58.869998931884766
20240215,59.70000076293945
20240216,59.13999938964844
20240220,58.630001068115234
20240221,57.47999954223633
20240222,58.349998474121094
20240223,59.15999984741211
20240226,59.33000183105469
20240227,60.15999984741211
20240228,60.25
20240229,60.34000015258789
20240301,60.540000915527344
20240304,59.97999954223633
20240305,58.27000045776367
20240306,58.119998931884766
20240307,58.5
20240308,59.0099983215332
20240311,60.08000183105469
20240312,60.029998779296875
20240313,62.45000076293945
20240314,63.0
20240315,62.849998474121094
20240318,64.2300033569336
20240319,63.0099983215332
20240320,65.05000305175781
20240321,66.13999938964844
20240322,64.7699966430664
20240325,66.0
20240326,66.66999816894531
20240327,66.56999969482422
20240328,66.98999786376953
20240401,65.02999877929688
20240402,64.66000366210938
20240403,65.33999633789062
20240404,64.54000091552734
20240405,65.1500015258789
20240408,66.33999633789062
20240409,67.0
20240410,65.87999725341797
20240411,65.80000305175781
20240412,64.58999633789062
20240415,63.5099983215332
20240416,63.43000030517578
20240417,63.2599983215332
20240418,62.099998474121094
20240419,62.310001373291016
20240422,63.189998626708984
20240423,64.43000030517578
20240424,64.83999633789062
20240425,64.0999984741211
20240426,65.95999908447266
20240429,66.98999786376953
20240430,67.91999816894531
20240501,66.13999938964844
20240502,66.9800033569336
20240503,65.69999694824219
20240506,65.61000061035156
20240507,65.91999816894531
20240508,63.810001373291016
20240509,64.44999694824219
20240510,62.93000030517578
20240513,63.95000076293945
20240514,64.58000183105469
20240515,63.900001525878906
20240516,64.0999984741211
20240517,64.4800033569336
20240520,64.7699966430664
20240521,64.0999984741211
20240522,62.189998626708984
20240523,61.58000183105469
20240524,61.63999938964844
20240528,62.16999816894531
20240529,61.04999923706055
20240530,62.5099983215332
20240531,62.9900016784668
20240603,63.459999084472656
20240604,63.33000183105469
20240605,63.529998779296875
20240606,67.0199966430664
20240607,67.30000305175781
20240610,67.08999633789062
20240611,64.7699966430664
20240612,63.43000030517578
20240613,61.540000915527344
20240614,60.6349983215332
20240617,60.130001068115234
20240618,59.119998931884766
20240620,59.79999923706055
20240621,60.61000061035156
20240624,59.4900016784668
20240625,59.33000183105469
20240626,58.2599983215332
20240627,58.369998931884766
20240628,58.029998779296875
20240701,57.810001373291016
20240702,58.970001220703125
20240703,59.63999938964844
20240705,59.7599983215332
20240708,59.09000015258789
20240709,59.0
20240710,58.900001525878906
20240711,59.9900016784668
20240712,60.27000045776367
20240715,60.470001220703125
20240716,61.810001373291016
20240717,61.2400016784668
20240718,60.0
20240719,59.33000183105469
20240722,60.77000045776367
20240723,59.709999084472656
20240724,58.06999969482422
20240725,57.220001220703125
20240726,58.290000915527344
20240729,58.939998626708984
20240730,64.0
20240731,65.77999877929688
20240801,65.30999755859375
20240802,61.97999954223633
20240805,60.459999084472656
20240806,62.75
20240807,62.7400016784668
20240808,64.27999877929688
20240809,64.72000122070312
20240812,63.459999084472656
20240813,65.11000061035156
20240814,66.13999938964844
20240815,67.94000244140625
20240816,67.95999908447266
20240819,69.43000030517578
20240820,71.88999938964844
20240821,71.45999908447266
20240822,71.5199966430664
20240823,71.69999694824219
20240826,72.04000091552734
20240827,71.58999633789062
20240828,70.43000030517578
20240829,73.16000366210938
20240830,72.43000030517578
20240903,72.0
20240904,72.61000061035156
20240905,72.02999877929688
20240906,68.88999938964844
20240909,69.3499984741211
20240910,68.8499984741211
20240911,69.3499984741211
20240912,70.36000061035156
20240913,70.0999984741211
20240916,71.06999969482422
20240917,71.7699966430664
20240918,73.12000274658203
20240919,77.56999969482422
20240920,76.76000213623047
20240923,77.66999816894531
20240924,78.33999633789062
20240925,77.36000061035156
20240926,80.08000183105469
20240927,77.87999725341797
20240930,78.02999877929688
20241001,77.47000122070312
20241002,77.44000244140625
20241003,77.30999755859375
20241004,79.36000061035156
20241007,80.26000213623047
20241008,81.16000366210938
20241009,81.6500015258789
20241010,78.9800033569336
20241011,80.51000213623047
20241014,80.66999816894531
20241015,79.55000305175781
20241016,80.81999969482422
20241017,79.81999969482422
20241018,80.94000244140625
20241021,80.55999755859375
20241022,80.91000366210938
20241023,80.83000183105469
20241024,81.38999938964844
20241025,81.69999694824219
20241028,83.58999633789062
20241029,80.27999877929688
20241030,78.22000122070312
20241031,79.30000305175781
20241101,77.25
20241104,78.12999725341797
20241105,79.25
20241106,81.41000366210938
20241107,81.3499984741211
20241108,83.01000213623047
20241111,86.94000244140625
20241112,86.4000015258789
20241113,87.30999755859375
20241114,85.79000091552734
20241115,85.83000183105469
20241118,84.66999816894531
20241119,84.08999633789062
20241120,84.73999786376953
20241121,84.81999969482422
20241122,86.7699966430664
20241125,87.7699966430664
20241126,86.94000244140625
20241127,86.56999969482422
20241129,86.7699966430664
20241202,86.52999877929688
20241203,85.13999938964844
20241204,89.33000183105469
20241205,89.04499816894531
20241206,89.87999725341797
