Ticker,Sentiment Score,Sentiment Label,Published Date,Topic,Relevance Score
BA,-0.313186,Somewhat-Bearish,20241019T110700,Financial Markets,0.77141
BA,0.076959,Neutral,20241028T173509,Financial Markets,0.94762
BA,-0.084537,Neutral,20240929T110700,Financial Markets,0.158519
BA,0.062787,Neutral,20240913T132527,Financial Markets,0.796627
BA,-0.004216,Neutral,20241024T221041,Earnings,0.576289
BA,-0.141936,Neutral,20240902T080600,Earnings,0.161647
BA,-0.118252,Neutral,20240820T105000,Earnings,0.988915
BA,0.041399,Neutral,20240808T094150,Financial Markets,0.891286
BA,0.177351,Somewhat-Bullish,20241021T153753,Manufacturing,1.0
BA,0.112252,Neutral,20240928T113700,Earnings,0.310843
BA,-0.111779,Neutral,20240810T224800,Earnings,0.95493
BA,-0.148074,Neutral,20240903T154527,Finance,0.5
BA,-0.088089,Neutral,20241011T191400,Earnings,0.744043
BA,0.090562,Neutral,20240912T081500,Financial Markets,0.623304
BA,0.271725,Somewhat-Bullish,20241028T134745,Financial Markets,0.929393
BA,0.172216,Somewhat-Bullish,20240930T204745,Energy & Transportation,0.5
BA,-0.012141,Neutral,20241104T173915,Earnings,0.310843
BA,0.032331,Neutral,20240906T200401,Finance,0.5
BA,0.08149,Neutral,20241002T044129,Financial Markets,0.108179
BA,-0.091287,Neutral,20240913T182224,Financial Markets,0.94762
BA,-0.22464,Somewhat-Bearish,20241014T180528,Financial Markets,0.538269
BA,-0.065708,Neutral,20241110T130800,Earnings,0.99237
BA,0.195616,Somewhat-Bullish,20241113T163358,Financial Markets,0.891286
BA,-0.254279,Somewhat-Bearish,20240821T121615,Financial Markets,0.77141
BA,0.221386,Somewhat-Bullish,20240923T223051,Financial Markets,0.161647
BA,0.024396,Neutral,20240916T202453,Financial Markets,0.684621
BA,-0.05661,Neutral,20240807T082724,Finance,0.5
BA,0.246592,Somewhat-Bullish,20241023T150035,Financial Markets,0.266143
BA,-0.222773,Somewhat-Bearish,20241013T130900,Earnings,0.158519
BA,0.3132,Somewhat-Bullish,20241203T151622,Financial Markets,0.962106
BA,0.304208,Somewhat-Bullish,20240814T174535,Financial Markets,0.316726
BA,0.388834,Bullish,20241112T183506,Financial Markets,0.108179
BA,0.44593,Bullish,20240807T161612,Financial Markets,0.316726
BA,-0.113919,Neutral,20241108T045940,Earnings,0.158519
BA,0.174112,Somewhat-Bullish,20240801T174538,Financial Markets,0.967645
BA,0.285538,Somewhat-Bullish,20240812T140123,Financial Markets,0.316726
BA,0.4354,Bullish,20241015T143852,Economy - Monetary,0.158519
BA,0.167897,Somewhat-Bullish,20241207T082126,Manufacturing,1.0
BA,0.084765,Neutral,20240910T010910,Finance,0.5
BA,-0.123164,Neutral,20240816T203511,Financial Markets,0.214378
BA,0.179769,Somewhat-Bullish,20241009T134600,Financial Markets,0.316726
BA,0.279624,Somewhat-Bullish,20240813T115907,Manufacturing,1.0
BA,0.156865,Somewhat-Bullish,20241014T194525,Financial Markets,0.413559
BA,-0.152807,Somewhat-Bearish,20240928T155959,Manufacturing,1.0
BA,-0.130769,Neutral,20240901T110700,Earnings,0.360215
BA,-0.165765,Somewhat-Bearish,20241108T195912,Earnings,0.158519
BA,0.369734,Bullish,20240828T143224,Financial Markets,0.316726
BA,-0.15773,Somewhat-Bearish,20240824T195014,Manufacturing,1.0
BA,0.314089,Somewhat-Bullish,20240802T141659,Earnings,0.158519
BA,0.37623,Bullish,20241112T131857,Financial Markets,0.818451
BA,0.156561,Somewhat-Bullish,20240820T120800,Earnings,0.538269
BA,-0.272731,Somewhat-Bearish,20240917T150619,Life Sciences,0.5
BA,0.37159,Bullish,20240823T153046,Financial Markets,0.365926
BA,-0.070765,Neutral,20240820T104141,Energy & Transportation,0.5
BA,0.141016,Neutral,20241204T124500,Earnings,0.451494
BA,0.586678,Bullish,20241021T095128,Finance,0.5
BA,-0.019512,Neutral,20240813T153028,Financial Markets,0.839681
BA,-0.141587,Neutral,20241014T080600,Financial Markets,0.684621
BA,0.114321,Neutral,20241015T115436,Manufacturing,1.0
