Date,AMZN
20240205,170.30999755859375
20240206,169.14999389648438
20240207,170.52999877929688
20240208,169.83999633789062
20240209,174.4499969482422
20240212,172.33999633789062
20240213,168.63999938964844
20240214,170.97999572753906
20240215,169.8000030517578
20240216,169.50999450683594
20240220,167.0800018310547
20240221,168.58999633789062
20240222,174.5800018310547
20240223,174.99000549316406
20240226,174.72999572753906
20240227,173.5399932861328
20240228,173.16000366210938
20240229,176.75999450683594
20240301,178.22000122070312
20240304,177.5800018310547
20240305,174.1199951171875
20240306,173.50999450683594
20240307,176.82000732421875
20240308,175.35000610351562
20240311,171.9600067138672
20240312,175.38999938964844
20240313,176.55999755859375
20240314,178.75
20240315,174.4199981689453
20240318,174.47999572753906
20240319,175.89999389648438
20240320,178.14999389648438
20240321,178.14999389648438
20240322,178.8699951171875
20240325,179.7100067138672
20240326,178.3000030517578
20240327,179.8300018310547
20240328,180.3800048828125
20240401,180.97000122070312
20240402,180.69000244140625
20240403,182.41000366210938
20240404,180.0
20240405,185.07000732421875
20240408,185.19000244140625
20240409,185.6699981689453
20240410,185.9499969482422
20240411,189.0500030517578
20240412,186.1300048828125
20240415,183.6199951171875
20240416,183.32000732421875
20240417,181.27999877929688
20240418,179.22000122070312
20240419,174.6300048828125
20240422,177.22999572753906
20240423,179.5399932861328
20240424,176.58999633789062
20240425,173.6699981689453
20240426,179.6199951171875
20240429,180.9600067138672
20240430,175.0
20240501,179.0
20240502,184.72000122070312
20240503,186.2100067138672
20240506,188.6999969482422
20240507,188.75999450683594
20240508,188.0
20240509,189.5
20240510,187.47999572753906
20240513,186.57000732421875
20240514,187.07000732421875
20240515,185.99000549316406
20240516,183.6300048828125
20240517,184.6999969482422
20240520,183.5399932861328
20240521,183.14999389648438
20240522,183.1300048828125
20240523,181.0500030517578
20240524,180.75
20240528,182.14999389648438
20240529,182.02000427246094
20240530,179.32000732421875
20240531,176.44000244140625
20240603,178.33999633789062
20240604,179.33999633789062
20240605,181.27999877929688
20240606,185.0
20240607,184.3000030517578
20240610,187.05999755859375
20240611,187.22999572753906
20240612,186.88999938964844
20240613,183.8300018310547
20240614,183.66000366210938
20240617,184.05999755859375
20240618,182.80999755859375
20240620,186.10000610351562
20240621,189.0800018310547
20240624,185.57000732421875
20240625,186.33999633789062
20240626,193.61000061035156
20240627,197.85000610351562
20240628,193.25
20240701,197.1999969482422
20240702,200.0
20240703,197.58999633789062
20240705,200.0
20240708,199.2899932861328
20240709,199.33999633789062
20240710,199.7899932861328
20240711,195.0500030517578
20240712,194.49000549316406
20240715,192.72000122070312
20240716,193.02000427246094
20240717,187.92999267578125
20240718,183.75
20240719,183.1300048828125
20240722,182.5500030517578
20240723,186.41000366210938
20240724,180.8300018310547
20240725,179.85000610351562
20240726,182.5
20240729,183.1999969482422
20240730,181.7100067138672
20240731,186.97999572753906
20240801,184.07000732421875
20240802,167.89999389648438
20240805,161.02000427246094
20240806,161.92999267578125
20240807,162.77000427246094
20240808,165.8000030517578
20240809,166.94000244140625
20240812,166.8000030517578
20240813,170.22999572753906
20240814,170.10000610351562
20240815,177.58999633789062
20240816,177.05999755859375
20240819,178.22000122070312
20240820,178.8800048828125
20240821,180.11000061035156
20240822,176.1300048828125
20240823,177.0399932861328
20240826,175.5
20240827,173.1199951171875
20240828,170.8000030517578
20240829,172.1199951171875
20240830,178.5
20240903,176.25
20240904,173.3300018310547
20240905,177.88999938964844
20240906,171.38999938964844
20240909,175.39999389648438
20240910,179.5500030517578
20240911,184.52000427246094
20240912,187.0
20240913,186.49000549316406
20240916,184.88999938964844
20240917,186.8800048828125
20240918,186.42999267578125
20240919,189.8699951171875
20240920,191.60000610351562
20240923,193.8800048828125
20240924,193.9600067138672
20240925,192.52999877929688
20240926,191.16000366210938
20240927,187.97000122070312
20240930,186.3300018310547
20241001,185.1300048828125
20241002,184.75999450683594
20241003,181.9600067138672
20241004,186.50999450683594
20241007,180.8000030517578
20241008,182.72000122070312
20241009,185.1699981689453
20241010,186.64999389648438
20241011,188.82000732421875
20241014,187.5399932861328
20241015,187.69000244140625
20241016,186.88999938964844
20241017,187.52999877929688
20241018,188.99000549316406
20241021,189.07000732421875
20241022,189.6999969482422
20241023,184.7100067138672
20241024,186.3800048828125
20241025,187.8300018310547
20241028,188.38999938964844
20241029,190.8300018310547
20241030,192.72999572753906
20241031,186.39999389648438
20241101,197.92999267578125
20241104,195.77999877929688
20241105,199.5
20241106,207.08999633789062
20241107,210.0500030517578
20241108,208.17999267578125
20241111,206.83999633789062
20241112,208.91000366210938
20241113,214.10000610351562
20241114,211.47999572753906
20241115,202.61000061035156
20241118,201.6999969482422
20241119,204.61000061035156
20241120,202.8800048828125
20241121,198.3800048828125
20241122,197.1199951171875
20241125,201.4499969482422
20241126,207.86000061035156
20241127,205.74000549316406
20241129,207.88999938964844
20241202,210.7100067138672
20241203,213.44000244140625
20241204,218.16000366210938
20241205,220.5500030517578
20241206,227.02999877929688
