Date,AMD
20240201,170.47999572753906
20240202,177.66000366210938
20240205,174.22999572753906
20240206,167.8800048828125
20240207,170.94000244140625
20240208,169.35000610351562
20240209,172.47999572753906
20240212,171.91000366210938
20240213,171.5399932861328
20240214,178.6999969482422
20240215,176.75999450683594
20240216,173.8699951171875
20240220,165.69000244140625
20240221,164.2899932861328
20240222,181.86000061035156
20240223,176.52000427246094
20240226,176.00999450683594
20240227,178.0
20240228,176.5399932861328
20240229,192.52999877929688
20240301,202.63999938964844
20240304,205.36000061035156
20240305,205.1300048828125
20240306,210.6300048828125
20240307,211.3800048828125
20240308,207.38999938964844
20240311,198.38999938964844
20240312,202.75999450683594
20240313,194.7899932861328
20240314,187.05999755859375
20240315,191.05999755859375
20240318,190.64999389648438
20240319,181.4199981689453
20240320,179.72999572753906
20240321,178.67999267578125
20240322,179.64999389648438
20240325,178.6300048828125
20240326,177.8699951171875
20240327,179.58999633789062
20240328,180.49000549316406
20240401,183.33999633789062
20240402,178.6999969482422
20240403,180.77000427246094
20240404,165.8300018310547
20240405,170.4199981689453
20240408,169.89999389648438
20240409,170.77999877929688
20240410,167.13999938964844
20240411,170.5
20240412,163.27999877929688
20240415,160.32000732421875
20240416,163.4600067138672
20240417,154.02000427246094
20240418,155.0800018310547
20240419,146.63999938964844
20240422,148.63999938964844
20240423,152.27000427246094
20240424,151.74000549316406
20240425,153.75999450683594
20240426,157.39999389648438
20240429,160.1999969482422
20240430,158.3800048828125
20240501,144.27000427246094
20240502,146.16000366210938
20240503,150.60000610351562
20240506,155.77999877929688
20240507,154.42999267578125
20240508,153.6199951171875
20240509,152.38999938964844
20240510,151.9199981689453
20240513,150.55999755859375
20240514,153.16000366210938
20240515,159.6699981689453
20240516,162.6199951171875
20240517,164.47000122070312
20240520,166.3300018310547
20240521,164.66000366210938
20240522,165.52000427246094
20240523,160.42999267578125
20240524,166.36000061035156
20240528,171.61000061035156
20240529,165.13999938964844
20240530,166.75
20240531,166.89999389648438
20240603,163.5500030517578
20240604,159.99000549316406
20240605,166.1699981689453
20240606,166.77999877929688
20240607,167.8699951171875
20240610,160.33999633789062
20240611,158.9600067138672
20240612,160.24000549316406
20240613,159.89999389648438
20240614,159.6300048828125
20240617,158.39999389648438
20240618,154.6300048828125
20240620,161.77999877929688
20240621,161.22999572753906
20240624,160.25
20240625,160.25
20240626,157.5399932861328
20240627,159.47000122070312
20240628,162.2100067138672
20240701,157.69000244140625
20240702,164.30999755859375
20240703,163.89999389648438
20240705,171.89999389648438
20240708,178.69000244140625
20240709,177.10000610351562
20240710,183.9600067138672
20240711,181.94000244140625
20240712,181.61000061035156
20240715,179.8300018310547
20240716,177.5500030517578
20240717,159.42999267578125
20240718,155.77000427246094
20240719,151.5800018310547
20240722,155.8699951171875
20240723,154.0
20240724,144.6300048828125
20240725,138.32000732421875
20240726,139.99000549316406
20240729,139.75
20240730,138.44000244140625
20240731,144.47999572753906
20240801,132.5399932861328
20240802,132.5
20240805,134.82000732421875
20240806,130.17999267578125
20240807,128.6699981689453
20240808,136.32000732421875
20240809,134.27000427246094
20240812,136.77000427246094
20240813,141.1300048828125
20240814,140.75
20240815,147.36000061035156
20240816,148.55999755859375
20240819,155.27999877929688
20240820,156.39999389648438
20240821,157.80999755859375
20240822,151.6999969482422
20240823,154.97999572753906
20240826,149.99000549316406
20240827,150.5
20240828,146.36000061035156
20240829,145.49000549316406
20240830,148.55999755859375
20240903,136.94000244140625
20240904,140.8699951171875
20240905,139.44000244140625
20240906,134.35000610351562
20240909,138.14999389648438
20240910,142.83999633789062
20240911,149.86000061035156
20240912,150.77000427246094
20240913,152.30999755859375
20240916,152.0800018310547
20240917,150.82000732421875
20240918,148.2899932861328
20240919,156.74000549316406
20240920,155.9499969482422
20240923,156.75
20240924,158.32000732421875
20240925,162.02000427246094
20240926,167.49000549316406
20240927,164.35000610351562
20240930,164.0800018310547
20241001,159.75
20241002,159.77999877929688
20241003,162.85000610351562
20241004,170.89999389648438
20241007,170.97000122070312
20241008,172.8000030517578
20241009,171.02000427246094
20241010,164.17999267578125
20241011,167.88999938964844
20241014,165.27000427246094
20241015,156.63999938964844
20241016,156.1300048828125
20241017,156.25
20241018,155.97000122070312
20241021,157.89999389648438
20241022,154.08999633789062
20241023,152.91000366210938
20241024,153.44000244140625
20241025,156.22999572753906
20241028,159.9199981689453
20241029,166.25
20241030,148.60000610351562
20241031,144.07000732421875
20241101,141.86000061035156
20241104,140.7100067138672
20241105,141.66000366210938
20241106,145.10000610351562
20241107,149.82000732421875
20241108,147.9499969482422
20241111,147.35000610351562
20241112,143.6300048828125
20241113,139.3000030517578
20241114,138.83999633789062
20241115,134.89999389648438
20241118,138.92999267578125
20241119,139.38999938964844
20241120,137.60000610351562
20241121,137.49000549316406
20241122,138.35000610351562
20241125,141.1300048828125
20241126,137.72000122070312
20241127,136.24000549316406
20241129,137.17999267578125
20241202,142.05999755859375
20241203,141.97999572753906
20241204,143.99000549316406
20241205,141.36000061035156
20241206,138.58999633789062
