Date,INTC
20240125,48.8951530456543
20240126,43.07312774658203
20240129,43.260616302490234
20240130,42.3527717590332
20240131,42.51066207885742
20240201,42.78696060180664
20240202,42.03700256347656
20240205,42.20475769042969
20240206,42.29877853393555
20240207,42.33836364746094
20240208,42.061256408691406
20240209,42.862892150878906
20240212,43.57545852661133
20240213,42.714439392089844
20240214,43.73380661010742
20240215,43.595252990722656
20240216,43.060829162597656
20240220,44.060401916503906
20240221,43.021244049072266
20240222,42.53630065917969
20240223,42.54619598388672
20240226,42.54619598388672
20240227,42.28887939453125
20240228,41.5565185546875
20240229,42.60557556152344
20240301,43.36763000488281
20240304,45.13915252685547
20240305,42.714439392089844
20240306,44.05050277709961
20240307,45.67357635498047
20240308,43.54576873779297
20240311,44.39689254760742
20240312,44.772972106933594
20240313,42.78371810913086
20240314,42.30867385864258
20240315,42.199806213378906
20240318,42.26908874511719
20240319,41.61589813232422
20240320,41.76435089111328
20240321,41.982078552246094
20240322,42.130531311035156
20240325,41.39817428588867
20240326,41.5565185546875
20240327,43.318145751953125
20240328,43.714012145996094
20240401,44.060401916503906
20240402,43.486385345458984
20240403,39.91366195678711
20240404,39.31985092163086
20240405,38.31038284301758
20240408,37.58791732788086
20240409,37.934303283691406
20240410,36.81597137451172
20240411,37.24153137207031
20240412,35.321556091308594
20240415,35.935157775878906
20240416,35.88566970825195
20240417,35.31166076660156
20240418,34.67826843261719
20240419,33.84693908691406
20240422,34.054771423339844
20240423,33.92611312866211
20240424,34.14384078979492
20240425,34.74754333496094
20240426,31.55088996887207
20240429,31.036258697509766
20240430,30.155445098876953
20240501,30.05647850036621
20240502,30.195032119750977
20240503,30.581005096435547
20240506,30.774776458740234
20240507,30.486604690551758
20240508,29.81089210510254
20240509,29.90032386779785
20240510,29.66183853149414
20240513,30.317676544189453
20240514,30.854272842407227
20240515,31.072887420654297
20240516,31.828094482421875
20240517,31.629356384277344
20240520,31.897653579711914
20240521,31.5399227142334
20240522,31.221940994262695
20240523,29.8903865814209
20240524,30.526351928710938
20240528,30.86421012878418
20240529,29.94007110595703
20240530,29.99969482421875
20240531,30.655534744262695
20240603,30.099063873291016
20240604,29.8407039642334
20240605,30.585975646972656
20240606,30.22824478149414
20240607,30.546226501464844
20240610,30.71515464782715
20240611,30.7250919342041
20240612,30.56610107421875
20240613,30.26799201965332
20240614,30.258056640625
20240617,30.784713745117188
20240618,30.436920166015625
20240620,30.426984786987305
20240621,30.894020080566406
20240624,30.37729835510254
20240625,30.546226501464844
20240626,30.347488403320312
20240627,30.397172927856445
20240628,30.774776458740234
20240701,30.645597457885742
20240702,30.874147415161133
20240703,31.033138275146484
20240705,31.818159103393555
20240708,33.77574157714844
20240709,34.3719596862793
20240710,34.65019226074219
20240711,33.2888298034668
20240712,34.27259063720703
20240715,34.242774963378906
20240716,34.12353515625
20240717,34.242774963378906
20240718,34.65019226074219
20240719,32.7721061706543
20240722,33.15964889526367
20240723,32.7422981262207
20240724,31.50017547607422
20240725,30.90395736694336
20240726,31.152381896972656
20240729,30.63566017150879
20240730,29.94007110595703
20240731,30.546226501464844
20240801,28.866878509521484
20240802,21.3445987701416
20240805,19.983234405517578
20240806,19.704999923706055
20240807,18.989999771118164
20240808,20.489999771118164
20240809,19.709999084472656
20240812,19.360000610351562
20240813,20.469999313354492
20240814,19.920000076293945
20240815,20.690000534057617
20240816,20.8700008392334
20240819,21.520000457763672
20240820,20.989999771118164
20240821,21.40999984741211
20240822,20.100000381469727
20240823,20.540000915527344
20240826,20.1299991607666
20240827,20.06999969482422
20240828,19.610000610351562
20240829,20.1299991607666
20240830,22.040000915527344
20240903,20.100000381469727
20240904,19.43000030517578
20240905,19.399999618530273
20240906,18.889999389648438
20240909,19.06999969482422
20240910,18.979999542236328
20240911,19.639999389648438
20240912,19.360000610351562
20240913,19.65999984741211
20240916,20.90999984741211
20240917,21.469999313354492
20240918,20.770000457763672
20240919,21.139999389648438
20240920,21.84000015258789
20240923,22.559999465942383
20240924,22.809999465942383
20240925,23.540000915527344
20240926,23.920000076293945
20240927,23.90999984741211
20240930,23.459999084472656
20241001,22.690000534057617
20241002,22.389999389648438
20241003,22.260000228881836
20241004,22.59000015258789
20241007,22.3799991607666
20241008,23.31999969482422
20241009,23.459999084472656
20241010,23.219999313354492
20241011,23.559999465942383
20241014,23.440000534057617
20241015,22.65999984741211
20241016,22.309999465942383
20241017,22.440000534057617
20241018,22.770000457763672
20241021,22.84000015258789
20241022,22.399999618530273
20241023,21.979999542236328
20241024,22.34000015258789
20241025,22.68000030517578
20241028,22.920000076293945
20241029,22.899999618530273
20241030,22.299999237060547
20241031,21.520000457763672
20241101,23.200000762939453
20241104,22.520000457763672
20241105,23.31999969482422
20241106,25.049999237060547
20241107,26.229999542236328
20241108,26.200000762939453
20241111,25.049999237060547
20241112,24.15999984741211
20241113,24.920000076293945
20241114,25.030000686645508
20241115,24.350000381469727
20241118,24.84000015258789
20241119,24.200000762939453
20241120,24.010000228881836
20241121,24.440000534057617
20241122,24.5
20241125,24.8700008392334
20241126,24.049999237060547
20241127,23.649999618530273
20241129,24.049999237060547
20241202,23.93000030517578
20241203,22.469999313354492
20241204,21.959999084472656
20241205,20.799999237060547
20241206,20.920000076293945
