Date,NVDA
20240125,61.59953308105469
20240126,61.013702392578125
20240129,62.447296142578125
20240130,62.756202697753906
20240131,61.509559631347656
20240201,63.00913619995117
20240202,66.14125061035156
20240205,69.3123550415039
20240206,68.20366668701172
20240207,70.0791244506836
20240208,69.62125396728516
20240209,72.112548828125
20240212,72.22752380371094
20240213,72.10755920410156
20240214,73.87905883789062
20240215,72.63740539550781
20240216,72.59241485595703
20240220,69.43231201171875
20240221,67.452880859375
20240222,78.5157470703125
20240223,78.79466247558594
20240226,79.06958770751953
20240227,78.6786880493164
20240228,77.64098358154297
20240229,79.0895767211914
20240301,82.25567626953125
20240304,85.21283721923828
20240305,85.94366455078125
20240306,88.67901611328125
20240307,92.6470718383789
20240308,87.5073013305664
20240311,85.75370788574219
20240312,91.8912582397461
20240313,90.86650085449219
20240314,87.9231948852539
20240315,87.81621551513672
20240318,88.43407440185547
20240319,89.37686157226562
20240320,90.35062408447266
20240321,91.41336822509766
20240322,94.2667007446289
20240325,94.97952270507812
20240326,92.53910064697266
20240327,90.22864532470703
20240328,90.33462524414062
20240401,90.34162139892578
20240402,89.43083953857422
20240403,88.94295501708984
20240404,85.88467407226562
20240405,87.9871826171875
20240408,87.11238861083984
20240409,85.33380126953125
20240410,87.0184097290039
20240411,90.59455871582031
20240412,88.1651382446289
20240415,85.98065185546875
20240416,87.39432525634766
20240417,84.01512145996094
20240418,84.65096282958984
20240419,76.18197631835938
20240422,79.49919128417969
20240423,82.40350341796875
20240424,79.65815734863281
20240425,82.61245727539062
20240426,87.71424102783203
20240429,87.73624420166016
20240430,86.38156127929688
20240501,83.02135467529297
20240502,85.79669952392578
20240503,88.76799774169922
20240506,92.11820220947266
20240507,90.53257751464844
20240508,90.39061737060547
20240509,88.72601318359375
20240510,89.85672760009766
20240513,90.37762451171875
20240514,91.33438873291016
20240515,94.60761260986328
20240516,94.33667755126953
20240517,92.45711517333984
20240520,94.75758361816406
20240521,95.36344146728516
20240522,94.92754364013672
20240523,103.77445220947266
20240524,106.44381713867188
20240528,113.87406158447266
20240529,114.79783630371094
20240530,110.4738540649414
20240531,109.60707092285156
20240603,114.9728012084961
20240604,116.40945434570312
20240605,122.4110336303711
20240606,120.96937561035156
20240607,120.85940551757812
20240610,121.76119232177734
20240611,120.89132690429688
20240612,125.18065643310547
20240613,129.58998107910156
20240614,131.85964965820312
20240617,130.95977783203125
20240618,135.55906677246094
20240620,130.75979614257812
20240621,126.55045318603516
20240624,118.09175872802734
20240625,126.07051849365234
20240626,126.38048553466797
20240627,123.9708480834961
20240628,123.52091979980469
20240701,124.28080749511719
20240702,122.65105438232422
20240703,128.26019287109375
20240705,125.8105697631836
20240708,128.18019104003906
20240709,131.35972595214844
20240710,134.88917541503906
20240711,127.38033294677734
20240712,129.2200469970703
20240715,128.420166015625
20240716,126.34048461914062
20240717,117.97177124023438
20240718,121.0712890625
20240719,117.91178894042969
20240722,123.52091979980469
20240723,122.5710678100586
20240724,114.23235321044922
20240725,112.26265716552734
20240726,113.04253387451172
20240729,111.57276153564453
20240730,103.71398162841797
20240731,117.00192260742188
20240801,109.1931381225586
20240802,107.25342559814453
20240805,100.43448638916016
20240806,104.23390197753906
20240807,98.89472961425781
20240808,104.95378875732422
20240809,104.73382568359375
20240812,109.00315856933594
20240813,116.12206268310547
20240814,118.061767578125
20240815,122.84103393554688
20240816,124.56076049804688
20240819,129.97991943359375
20240820,127.2303466796875
20240821,128.48016357421875
20240822,123.72089385986328
20240823,129.3500213623047
20240826,126.44046783447266
20240827,128.2801971435547
20240828,125.59060668945312
20240829,117.57183837890625
20240830,119.35157012939453
20240903,107.98332214355469
20240904,106.19359588623047
20240905,107.19344329833984
20240906,102.81411743164062
20240909,106.45355987548828
20240910,108.08330535888672
20240911,116.8919448852539
20240912,119.13179016113281
20240913,119.09178924560547
20240916,116.7719497680664
20240917,115.58203125
20240918,113.36219024658203
20240919,117.86187744140625
20240920,115.99200439453125
20240923,116.25199127197266
20240924,120.8616714477539
20240925,123.50149536132812
20240926,124.03145599365234
20240927,121.39163970947266
20240930,121.43163299560547
20241001,116.99193572998047
20241002,118.84181213378906
20241003,122.84153747558594
20241004,124.91139221191406
20241007,127.7112045288086
20241008,132.88084411621094
20241009,132.64085388183594
20241010,134.8007049560547
20241011,134.79071044921875
20241014,138.0605010986328
20241015,131.5909423828125
20241016,135.7106475830078
20241017,136.92056274414062
20241018,137.99049377441406
20241021,143.70010375976562
20241022,143.58010864257812
20241023,139.55038452148438
20241024,140.40032958984375
20241025,141.53024291992188
20241028,140.51031494140625
20241029,141.24026489257812
20241030,139.3303985595703
20241031,132.7508544921875
20241101,135.3906707763672
20241104,136.04063415527344
20241105,139.90036010742188
20241106,145.59996032714844
20241107,148.8697509765625
20241108,147.6198272705078
20241111,145.24998474121094
20241112,148.27976989746094
20241113,146.25991821289062
20241114,146.7498779296875
20241115,141.97021484375
20241118,140.1403350830078
20241119,146.99986267089844
20241120,145.87994384765625
20241121,146.65989685058594
20241122,141.94021606445312
20241125,136.01063537597656
20241126,136.9105682373047
20241127,135.33067321777344
20241129,138.240478515625
20241202,138.62045288085938
20241203,140.25033569335938
20241204,145.1300048828125
20241205,145.05999755859375
20241206,142.44000244140625
